地名,センター（center.csvを使わない場合は空白化）,燃やすごみ,蛍光灯・乾電池,燃やさないごみ,かん,びん,剪定枝・草,ペットボトル・衣類,紙類
横蔵寺,,月 木,20200131 20200327 20200522 20200724 20200925 20201127,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200121 20200218 20200317 20200421 20200519 20200616 20200721 20200818 20200915 20201020 20201117 20201215,20200107 20200204 20200303 20200407 20200505 20200602 20200707 20200804 20200901 20201006 20201103 20201201,20200107 20200121 20200204 20200218 20200303 20200317 20200407 20200421 20200505 20200519 20200602 20200616 20200707 20200721 20200804 20200818 20200901 20200915 20201006 20201020 20201103 20201117 20201201 20201215,20200114 20200211 20200310 20200414 20200512 20200609 20200714 20200811 20200908 20201013 20201110 20201208,20200114 20200128 20200211 20200225 20200310 20200324 20200414 20200428 20200512 20200526 20200609 20200623 20200714 20200728 20200811 20200825 20200908 20200922 20201013 20201027 20201110 20201124 20201208 20201222
鳥が岡,,月 木,20200131 20200327 20200522 20200724 20200925 20201127,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200121 20200218 20200317 20200421 20200519 20200616 20200721 20200818 20200915 20201020 20201117 20201215,20200107 20200204 20200303 20200407 20200505 20200602 20200707 20200804 20200901 20201006 20201103 20201201,20200107 20200121 20200204 20200218 20200303 20200317 20200407 20200421 20200505 20200519 20200602 20200616 20200707 20200721 20200804 20200818 20200901 20200915 20201006 20201020 20201103 20201117 20201201 20201215,20200114 20200211 20200310 20200414 20200512 20200609 20200714 20200811 20200908 20201013 20201110 20201208,20200114 20200128 20200211 20200225 20200310 20200324 20200414 20200428 20200512 20200526 20200609 20200623 20200714 20200728 20200811 20200825 20200908 20200922 20201013 20201027 20201110 20201124 20201208 20201222
花園,,月 木,20200131 20200327 20200522 20200724 20200925 20201127,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200121 20200218 20200317 20200421 20200519 20200616 20200721 20200818 20200915 20201020 20201117 20201215,20200107 20200204 20200303 20200407 20200505 20200602 20200707 20200804 20200901 20201006 20201103 20201201,20200107 20200121 20200204 20200218 20200303 20200317 20200407 20200421 20200505 20200519 20200602 20200616 20200707 20200721 20200804 20200818 20200901 20200915 20201006 20201020 20201103 20201117 20201201 20201215,20200114 20200211 20200310 20200414 20200512 20200609 20200714 20200811 20200908 20201013 20201110 20201208,20200114 20200128 20200211 20200225 20200310 20200324 20200414 20200428 20200512 20200526 20200609 20200623 20200714 20200728 20200811 20200825 20200908 20200922 20201013 20201027 20201110 20201124 20201208 20201222
新北野,,月 木,20200131 20200327 20200522 20200724 20200925 20201127,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200121 20200218 20200317 20200421 20200519 20200616 20200721 20200818 20200915 20201020 20201117 20201215,20200107 20200204 20200303 20200407 20200505 20200602 20200707 20200804 20200901 20201006 20201103 20201201,20200107 20200121 20200204 20200218 20200303 20200317 20200407 20200421 20200505 20200519 20200602 20200616 20200707 20200721 20200804 20200818 20200901 20200915 20201006 20201020 20201103 20201117 20201201 20201215,20200114 20200211 20200310 20200414 20200512 20200609 20200714 20200811 20200908 20201013 20201110 20201208,20200114 20200128 20200211 20200225 20200310 20200324 20200414 20200428 20200512 20200526 20200609 20200623 20200714 20200728 20200811 20200825 20200908 20200922 20201013 20201027 20201110 20201124 20201208 20201222
北野昭和苑,,月 木,20200131 20200327 20200522 20200724 20200925 20201127,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200121 20200218 20200317 20200421 20200519 20200616 20200721 20200818 20200915 20201020 20201117 20201215,20200107 20200204 20200303 20200407 20200505 20200602 20200707 20200804 20200901 20201006 20201103 20201201,20200107 20200121 20200204 20200218 20200303 20200317 20200407 20200421 20200505 20200519 20200602 20200616 20200707 20200721 20200804 20200818 20200901 20200915 20201006 20201020 20201103 20201117 20201201 20201215,20200114 20200211 20200310 20200414 20200512 20200609 20200714 20200811 20200908 20201013 20201110 20201208,20200114 20200128 20200211 20200225 20200310 20200324 20200414 20200428 20200512 20200526 20200609 20200623 20200714 20200728 20200811 20200825 20200908 20200922 20201013 20201027 20201110 20201124 20201208 20201222
野口団地,,月 木,20200131 20200327 20200522 20200724 20200925 20201127,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200121 20200218 20200317 20200421 20200519 20200616 20200721 20200818 20200915 20201020 20201117 20201215,20200107 20200204 20200303 20200407 20200505 20200602 20200707 20200804 20200901 20201006 20201103 20201201,20200107 20200121 20200204 20200218 20200303 20200317 20200407 20200421 20200505 20200519 20200602 20200616 20200707 20200721 20200804 20200818 20200901 20200915 20201006 20201020 20201103 20201117 20201201 20201215,20200114 20200211 20200310 20200414 20200512 20200609 20200714 20200811 20200908 20201013 20201110 20201208,20200114 20200128 20200211 20200225 20200310 20200324 20200414 20200428 20200512 20200526 20200609 20200623 20200714 20200728 20200811 20200825 20200908 20200922 20201013 20201027 20201110 20201124 20201208 20201222
ハピアガーデン,,月 木,20200131 20200327 20200522 20200724 20200925 20201127,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200121 20200218 20200317 20200421 20200519 20200616 20200721 20200818 20200915 20201020 20201117 20201215,20200107 20200204 20200303 20200407 20200505 20200602 20200707 20200804 20200901 20201006 20201103 20201201,20200107 20200121 20200204 20200218 20200303 20200317 20200407 20200421 20200505 20200519 20200602 20200616 20200707 20200721 20200804 20200818 20200901 20200915 20201006 20201020 20201103 20201117 20201201 20201215,20200114 20200211 20200310 20200414 20200512 20200609 20200714 20200811 20200908 20201013 20201110 20201208,20200114 20200128 20200211 20200225 20200310 20200324 20200414 20200428 20200512 20200526 20200609 20200623 20200714 20200728 20200811 20200825 20200908 20200922 20201013 20201027 20201110 20201124 20201208 20201222
新在家,,水 土,20200123 20200319 20200521 20200716 20200917 20201119,20200107 20200204 20200303 20200407 20200505 20200602 20200707 20200804 20200901 20201006 20201103 20201201,20200127 20200224 20200323 20200427 20200525 20200622 20200727 20200824 20200928 20201026 20201123 20201228,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221
西谷,,水 土,20200123 20200319 20200521 20200716 20200917 20201119,20200107 20200204 20200303 20200407 20200505 20200602 20200707 20200804 20200901 20201006 20201103 20201201,20200127 20200224 20200323 20200427 20200525 20200622 20200727 20200824 20200928 20201026 20201123 20201228,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221
向,,水 土,20200123 20200319 20200521 20200716 20200917 20201119,20200107 20200204 20200303 20200407 20200505 20200602 20200707 20200804 20200901 20201006 20201103 20201201,20200127 20200224 20200323 20200427 20200525 20200622 20200727 20200824 20200928 20201026 20201123 20201228,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221
野口山,,水 土,20200123 20200319 20200521 20200716 20200917 20201119,20200107 20200204 20200303 20200407 20200505 20200602 20200707 20200804 20200901 20201006 20201103 20201201,20200127 20200224 20200323 20200427 20200525 20200622 20200727 20200824 20200928 20201026 20201123 20201228,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221
新在家北,,水 土,20200123 20200319 20200521 20200716 20200917 20201119,20200107 20200204 20200303 20200407 20200505 20200602 20200707 20200804 20200901 20201006 20201103 20201201,20200127 20200224 20200323 20200427 20200525 20200622 20200727 20200824 20200928 20201026 20201123 20201228,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221
高畑（平岡）,,水 土,20200220 20200416 20200618 20200820 20201015 20201217,20200110 20200207 20200306 20200403 20200501 20200605 20200703 20200807 20200904 20201002 20201106 20201204,20200127 20200224 20200323 20200427 20200525 20200622 20200727 20200824 20200928 20201026 20201123 20201228,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221
山之上,,水 土,20200220 20200416 20200618 20200820 20201015 20201217,20200110 20200207 20200306 20200403 20200501 20200605 20200703 20200807 20200904 20201002 20201106 20201204,20200127 20200224 20200323 20200427 20200525 20200622 20200727 20200824 20200928 20201026 20201123 20201228,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221
池ノ内,,水 土,20200220 20200416 20200618 20200820 20201015 20201217,20200110 20200207 20200306 20200403 20200501 20200605 20200703 20200807 20200904 20201002 20201106 20201204,20200127 20200224 20200323 20200427 20200525 20200622 20200727 20200824 20200928 20201026 20201123 20201228,20200113 20200210 20200309 20200413 20200511 20200608 20200713 20200810 20200914 20201012 20201109 20201214,20200113 20200127 20200210 20200224 20200309 20200323 20200413 20200427 20200511 20200525 20200608 20200622 20200713 20200727 20200810 20200824 20200914 20200928 20201012 20201026 20201109 20201123 20201214 20201228,20200120 20200217 20200316 20200420 20200518 20200615 20200720 20200817 20200921 20201019 20201116 20201221,20200106 20200120 20200203 20200217 20200302 20200316 20200406 20200420 20200504 20200518 20200601 20200615 20200706 20200720 20200803 20200817 20200907 20200921 20201005 20201019 20201102 20201116 20201207 20201221
